PARK_NAME,PARK_STATUS,PARK_TYPE,SUB_TYPE,AREA_HECTARES,EXISTING_PARK_NO,CONSTRUCTED_YEAR,ACCESS_POINTS,COMPKEY,OBJECTID,Shape__Area,Shape__Length
MAXWELL AND LOIS RICE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.206,639,2012,"DALMENY DR,ELBERN MARKELL DR, CROCUS ST",204190,427,23059.18359375,597.16440831265
SLEIGHTHOLME PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.724,658,2010,"ACADEMY DR,LITERACY DR, SLEIGHTHOLME CRES",176566,428,13914.17578125,463.239496666674
EZARD PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,3.735,650,1984,"RAE AVE, GLENBROOK BLVD, ESTATEVIEW CIR",138225,429,71722.12890625,2315.09220643052
MOSSWOOD PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,4.239,240,1983,"SIMMONS BLVD, SATURN DR, LANGSTON DR, ASHURST CR, SHOWBOAT CR",138462,430,81214.2734375,2027.54599145942
HOWARD STEWART CHANNEL NORTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.742,967,,,220876,431,14180.66796875,676.374752109454
DONNELLY PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,2.945,211,1985,"ESKER DR, BARR CRES, MOWAT CRT",138186,432,56544.5703125,1507.84197497405
ASTORVILLE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.15,206,1980,"ASTORVILLE SQ, SPARKLETT CRES",138002,433,2879.3671875,272.968984567602
LIGHTCATCHER PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.703,637,2012,"LIGHTCATCHER CIR, DENALI CRES,",204729,434,13498.40234375,453.217522746246
BORGSTROM VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,9.563,510,2007,"CREDITWIEW RD, STEELES AVE, OLIVE MARIE",138383,435,182783.9453125,3421.89880233276
WEIDMAN AND HART CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.517,429,2004,"EARLSEBRIDGE WAY, TIDELAND DR, EDENBROOK HIL DR,",138742,436,29048.5703125,1129.96380383215
TREELINE PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,2.123,350,2002,"TREELINE BLVD, LINSTOCK DR",138755,437,40741.48046875,919.166922983643
MALDIVES POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.583,1594,2002,"MALDIVES CRES, BRAYDON BLVD",138063,438,30395.19140625,877.715961891609
MAGGIE POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.603,1530,2004,"COSMO CRT, MAGGIE DR",138412,439,30779.578125,765.573521126886
UPPER MIMICO POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,5.866,1526,1995,CHRYSLER DR,138054,440,112488.9765625,2398.37748714735
LINFOOT POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.221,1513,2006,HUMBER WEST PKY,199560,441,42609.328125,919.540168308466
RAINES FAMILY POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.719,1553,2005,"MOUNT ROYAL CIR, LOUVAIN DR, LANDSCAPE DR",172615,442,33020.40234375,791.243376808335
SPEARHEAD POND NORTH,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.3,1504,2004,GOREWAY DR,138706,443,24972.3828125,670.462939979643
SPEARHEAD POND SOUTH,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.258,1503,2004,"COUNTRYSIDE DR, ADRIATIC CRES",138707,444,43366.109375,950.700197674274
KAY SNELGROVE VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,8.433,433,2002,"SANDALWOOD PKWY W, QUEEN MARY DR",138683,445,161504.1796875,2941.58315350467
MCMICKING PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,4.006,438,2003,"BONISTEL CRES, EDENBROOK HILL DR,",138206,446,76721.8046875,2244.49045662132
BOXCAR CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.079,629,1990,,199585,447,1522.87890625,154.655494468567
BOB REID PARK AND RECREATIONAL TRAIL SOUTH,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.906,576,1989,"STEELES AVE E, TURTLECREEK BLVD",199598,448,17327.58984375,1742.49218670499
KNIGHTSBRIDGE PARK NORTH,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,0.288,577,1975,"KNIGHTSBRIDGE RD, CENTRAL PARK DR, KENSINGTON RD, KINGS CROSS RD",199599,449,5519.4453125,346.012813170001
CLAIREVILLE CONSERVATION RESERVOIR NORTH,ACTIVE,CONSERVATION AUTHORITY-OWNED LANDS ,CONSERVATION AREA,26.177,686,1957,,199601,450,501987.3046875,3187.69723348455
KNIGHTSBRIDGE PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,2.777,306,1975,"KNIGHTSBRIDGE RD, CENTRAL PARK DR, KENSINGTON RD, KINGS CROSS RD",138369,451,53141.56640625,1463.34512473856
GEORGE M. LEE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.82,468,2008,"HADFIELD CIR, HESLOP CIR, EDENFIELD ST, WALL ST, QUAILVALLEY DR, RESSERVILLE ST",138263,452,15728.55078125,538.556878156776
JOSIAH MASON POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,7.337,1551,2008,"EBENEZER RD, ATTMAR DR",138004,453,140804.33203125,1935.43375639011
MISSION RIDGE POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,4.093,1559,2011,SAINT LUKES CRT,200755,454,78633.4609375,1546.55321150233
TRAILSIDE POND WEST,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.345,1536,2005,TRAILSIDE WALK,138752,455,25808.48828125,658.928729695035
TRAILSIDE POND EAST,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,0.983,1552,2005,PENNYROYAL CRES,138509,456,18863.75,576.016958845672
MOON FAMILY POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.304,1595,2000,"BOVAIRD DR E AND AIRPORT RD, BOVAIRD DR E",137987,457,25021.9140625,868.099961073898
FAIRLAWN POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,0.793,1529,2000,"HUMBER WEST PKY, FAIRLAWN BLVD",138232,458,15225.6015625,562.866733603096
ESKER POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.118,1560,2007,"MOLDOVAN DR, FATHER TOBIN RD",138218,459,21456.734375,620.127168371865
STANLEYS MILLS POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.564,1538,2004,"AIRPORT RD, SANDALWOOD PKY E",138667,460,49215.26953125,1045.55861389167
CARBERRY POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.994,1540,2004,LATANIA BLVD,138088,461,38288.515625,966.967851760406
BLOORE POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,12.535,1596,1999,"BOVARID DR E, PETER ROBERTSON BV,  SEASIDE CL, CORALREEF CR",138179,462,240317.25,3097.924595686
ALDERLEA,ACTIVE,LEASED RECREATION FACILITY LANDS,LEASED RECREATION FACILITY LANDS,0.56,480,2012,,199610,463,10758.80859375,460.113863520959
FAIRLAWN PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,2.893,435,2007,"MISTYMORNING DR, FAIRLAWN RD",138231,464,55522.21875,1186.97720669701
TONY RINOMATO PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.803,631,2011,"SCULPTOR ST, PENELOPE ST, GARDENBROOKE TRAIL",178365,465,15413.10546875,512.810745314369
SCOTTSDALE PARKETTE SOUTH,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.449,573,1983,"SCOTTSDALE CRT, KENNEDY RD S",138677,466,8563.32421875,728.015838325183
PROFESSORS LAKE PARK,ACTIVE,CITY PARKS,CITY PARK,37.72,328,1980,"NORTH PARK DR, PROFESSOR'S LAKE PKY",138513,467,723427.76171875,6507.16736134965
WILLIAM PORTER PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.103,632,2011,"BLOOMSBURY AVE, VALLEYWEST RD",138035,468,1973.83203125,192.59612802737
LINDA STEVENS POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.993,1563,2011,LEGENDARY CIR,199592,469,57171.23046875,1007.46528018283
MAJOR GEORGE WRIGHT VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,9.844,401,2009,JAMES POTTER,200754,470,188174.703125,2407.38025773866
INTERMODAL CHANNEL NORTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,8.666,628,1990,INTERMODAL DR,199588,471,166151.8515625,3104.66593701291
REGINALD CONOVER POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.842,1534,2004,"WATCHMAN RD, HUNTSPOINT DR",138486,472,35352.578125,819.809466167118
BALDWIN POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.247,1535,2004,HUNTSPOINT DR,138008,473,23898.65234375,730.546774399849
SCOTTSDALE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.096,189,1983,"SCOTTSDALE CRT, KENNEDY RD S",199604,474,1830.5,233.184317409557
CCA EBENEZER RESOURCE MANAGEMENT TRACT WEST,ACTIVE,CONSERVATION AUTHORITY-OWNED LANDS ,CONSERVATION AREA,15.976,579,,"GOREWAY DR, QUEEN ST E, MCVEAN DR",199603,475,306569.26953125,3743.43714181464
COLLEGE VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.224,609,2006,,,476,4283.65625,309.497321253079
CARBERRY PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,17.599,351,1980,STANLEY CARBERRY DR,138087,477,338027.59375,4733.70330003103
SHIELDS VALLEY WAY NORTH EAST,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.282,570,2004,"SPARTA DR, CROCKER DR, ",138094,478,5402.90625,477.401511189188
SHIELDS VALLEY WAY NORTH WEST,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.21,580,2003,CROCKER DR,138705,479,4028.57421875,423.654712299747
TILBURY CHANNEL WEST,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.195,624,1994,,441059,480,3735.7109375,312.164279888655
PROUDFOOT POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.557,1507,2005,"AIRPORT RD, ",137999,481,29882.62109375,886.494270880684
WHITE SPRUCE PARK,ACTIVE,CITY PARKS,CITY PARK,22.688,226,1983,"HEART LAKE RD, BARR CRES",138797,482,434842.0546875,3913.681565255
EMERICK POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.888,1525,2013,"INGLEBOROUGH DR, ",220812,483,55235.56640625,1059.03774635269
RED TOP VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,6.968,517,2008,"NICEVIEW DR, SUNNY MEADOW BLVD, CEDARBRICK RD, KIPPEN CRT",138525,484,133721.296875,3422.80499981339
PELEG HOWLAND VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,9.035,437,2004,"QUEEN MARY DR, DELLS CRES, WHISPERING HILS GATE, BONISTEL CRES,",138173,485,172999.37109375,3039.12968304043
NATTRESS POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,3.335,1554,2006,INTERMODAL DR,199562,486,63949.26171875,1826.70525909819
JOHN G HOOPER POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.515,1545,2003,"DON MINAKER DR, GALLUCCI CRES",138346,487,48274.53515625,1131.13987300449
SWMP 1565,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,0.282,1565,,,,488,5405.46875,315.957966272999
MCLAUGHLIN VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,18.08,442,2004,"VINATAGE GATE, BOVAIRD, WILLIAMS PRKY",138446,489,346093.37109375,4263.54339899403
LEACREST PARKETTE,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.115,619,1985,"LEACREST ST, LASCELLES BLVD, LEANDER ST",197501,490,2213.953125,378.064377075436
ELCOAT POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.119,1572,2008,"IMPERIAL LAKES DR, DON MINAKER DR",200762,491,21453.85546875,627.14647898488
HOMESTEAD POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,4.161,1512,2001,"PORCHLIGHT RD, HOMESTEAD POND",138319,492,79655.08984375,1658.16696604075
KINGSWOOD PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,2.074,168,1975,KINGSWOOD DR,138364,493,39600.78125,878.483774478502
DELTA PARK CHANNEL SOUTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.811,630,1990,,199586,494,34710.18359375,1889.30289599915
FERNFOREST WAY EAST,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.404,568,1993,"SPRUCELANDS AV, FERNFOREST DR, WILDBERRY CR",199589,495,7746.9140625,619.162674587244
FERNFOREST WAY WEST,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.912,281,1993,"SPRUCELANDS AV, FERNFOREST DR, WILDBERRY CR",138242,496,17494.328125,1441.63107338816
LITTLE FAMILY PARK EAST,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.567,405,2002,"BRAMALEA RD, MAIDENGRASS RD, SUNNY MEADOW BV",199590,497,10877.9296875,921.203354782803
LITTLE FAMILY PARK WEST,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.394,569,2003,"BRAMALEA RD, MAIDENGRASS RD, SUNNY MEADOW BV",138395,498,7549.1875,647.460807921594
HAVANNA PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,0.566,694,2014,"PINESTAFF RD, HAVANNA CRES",216433,499,10870.58984375,419.30956584556
MCVEAN PARK SOUTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.265,571,1984,"RAE AVE, MCVEAN DR",138448,500,5082.0234375,358.873711898624
DOWNS BUGGY CHANNEL SOUTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.66,546,1995,"CENTRAL PARK DR, CHRYSLER DR",217222,501,12646.32421875,869.503709842366
MAYBROOK POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.71,1574,2002,"EBENEZER RD, MAYBROOK WAY",138204,502,32833.8984375,706.85747480236
ANGUS MORRISON PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.763,044,2014," AYLESBURY DR, PONCELET RD, HENNEBERRY LANE",200772,503,14603.4765625,514.831937622735
UPPER RIDGE POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.324,1532,2005,"VALLEYCREEK DR, UPPER RIDGE CRES",138768,504,25409.85546875,772.572470885441
CALVERT PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,13.218,162,1979,"CALVERTDALE RD, VODDEN ST E, WILLIAMS PY E, NEWBY CT",138080,505,253078.6171875,3214.44821452113
BEIKIE VISTA,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.427,367,2006,"WHITEHOUSE CRES, GOREVALE DR",138800,506,8194.0625,413.632071856568
ICELAND PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.842,548,2009,"FREESIA RD, BEGONIA CRES",172779,507,16142.24609375,517.77746956499
UPWOOD PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.809,285,1997,"UPWOOD PL, PETER ROBERTSON BV, LANEWOOD ST",138764,508,34681.19140625,978.542659072327
JIM IRONS PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.979,948,2017,ACTIVE,220861,509,37910.56640625,778.494465463026
GUY BELL VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,5.095,439,2003,"HARTHILL CRT, TURRET CRES, SAWSTON CIR, PACKHAM CIR, EDENBROOK HILL DR, CHINGUACOUSY DR",469717,510,97531.93359375,2527.46124488156
SNURETOWN POND SOUTH,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.432,1648,2013,,204197,511,46487.5078125,1160.67771023456
BRUCE BEER PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,3.03,230,1975,"BRUCE BEER DR, HANSEN RD N, CHARTERS RD, ABELL DR",138071,512,58025.1796875,1354.70959099602
BRAMBLES VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,1.371,520,2008,"BOVAIRD DR, BRAMELEA RD, EVERINGHAM CIR",138055,513,26309.92578125,999.346999871451
CASTLEHILL PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.51,026,1990,"KIRK DR, MAJOR WILLIAM SHARPE DR",138099,514,28897.05859375,805.526756770197
RHODA BEGLEY PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.398,329,1970,"BRAMALEA RD, DEARBOURNE BLVD",138053,515,7656.06640625,343.424523871299
CARABRAM PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,3.141,343,1993,"EAGLERIDGE DR, BIGHORN CR",138086,516,60327.97265625,1130.8468907587
BAYRIDGE VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,11.389,991,2005,"CASTLEMORE RD, GOREWAY DR, COTTRELLE BLVD, BAYRIDGE DR",469694,517,218584.5703125,2327.50349979108
BAYRIDGE POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.42,1651,2005,"CASTLEMORE RD, GOREWAY DR, COTTRELLE BLVD, BAYRIDGE DR",138014,518,46445.9609375,939.877873573546
INTRIGUE POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.686,1653,2011,"FALLOWFIELD RD, CREDITVIEW RD",200759,519,32257.08203125,729.870191237369
INTRIGUE CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.894,685,2011,"FALLOWFIELD RD, CREDITVIEW RD",469695,520,36198.66796875,1288.75863725637
EDGEWARE VALLEY WEST,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,7.225,994,,,472260,521,137956.484375,2422.20189783715
TIMBERCOVE WOODLAND,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,1.513,692,,,,522,28932.90625,715.234381089381
GREENBRIAR PARK SOUTH,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,5.656,319,1974,"GLENFOREST RD, GRENOBLE BLVD, CENTRAL PARK DR, GRAHAM CRT, GLENCASTLE SQ, GLENCAIRN SQ, GLENSTONE SQ",138284,523,108432.02734375,2882.25175628613
NASMITH PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.851,269,1986,"NASMITH ST, NEVADA CRT, NIPISSING CRES",138471,524,35433.33984375,994.458783957787
HEWSON POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,4.258,1542,2004,"RANCHERO DR, BRISDALE DR, SANDALWOOD PKY W",138067,525,81515.63671875,1313.72490776988
BANAS PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.411,747,2015,,440981,526,7870.3046875,352.148462059372
DAMATTA POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,6.234,1550,2008,JAMES POTTER RD,201706,527,119251.64453125,1604.8241548116
WA BATES POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.821,1501,2002,"FAIRHILL AVE, CHINGUACOUSY RD",138229,528,53994.69921875,1099.70727614661
INTERMODAL DRIVE NORTH 2,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,7.591,673,,,,529,145564.45703125,2497.19854180631
JIMMIE MCKERRON VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,7.224,891,2013,,469716,530,138005.9453125,2218.98261233135
MAJOR GEORGE WRIGHT VALLEY NORTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,2.199,564,2009,JAMES POTTER,204194,531,42034.7734375,1285.2424992954
TASKER POND ,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,6.521,1606,2016,,467741,532,125093.36328125,1375.37916645192
SNURETOWN PARK EAST,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.344,995,,,469697,533,6577.69921875,347.846006134236
WILLIAM HOSTRAWSER VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,11.449,417,2004,"DON MINAKER DR, GALLVIEW LANE, GALLUCCI CRES, ALFONSO CRES",138806,534,219743.55859375,4281.81658026157
SWMP 1639,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.342,1639,,,472261,535,44720.30859375,987.953486384266
CHECKERBERRY PARK,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.384,647,2014,"GEDDES LANE, CHECKERBERRY CRES",441057,536,7355.4453125,630.388555180783
SNURETOWN POND EAST,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,4.45,1646,2013,,204196,537,85067.203125,1369.31390213045
SNURETOWN VALLEY NORTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,10.295,642,2013,,471638,538,196824.08203125,3653.29866344634
KW MULLINGS CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,9.921,652,2015,,199558,539,189812.8203125,3044.9243831506
HOWARD STEWART CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.818,969,2016,,474892,540,15628.49609375,746.300454176239
LOLA PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.528,758,2015,,440980,541,10111.640625,390.953793795566
DUSK VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,3.25,684,2013,,469696,542,62131.5078125,1557.97684569723
DUSK POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.831,1528,2013,,209527,543,34996.515625,854.03339061289
ORENDA PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.167,615,1990,BRAMALEA RD,214338,544,3186.15625,294.134242086051
HELIOTROPE POND ,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,4.042,1608,2015,,447577,545,77310.76953125,1193.23656484133
BATSMAN PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY SPORTS PARK,12.199,620,2012,"FATHER TOBLIN RD, FAIRWOOD CIR",138709,546,233997.76171875,2256.94198459116
RAVENSCLIFFE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.804,032,1997,"RAVENSCLIFFE CT, CASTLEHILL RD",138522,547,15376.75390625,770.415764016031
ROCKY POINT PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,,997,,,481383,548,1368.78125,225.201947052829
TRAVELLERS HOME POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.937,1557,2011,PANNAHILL DR,172616,549,37184.359375,772.324552579762
SAILWIND WAY,ACTIVE,ENVIRONMENTAL PARKS,LINKS,,254,1999,"DIXIE RD, GREAT LAKES DRIVE,SAILWIND RD, MARNINGMIST ST",138664,550,40775.66015625,2334.20814195562
TEXTILE MILL VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,7.995,863,2015,,447576,551,152882.72265625,2729.55605686482
TEXTILE MILL POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.603,1647,2015,,469715,552,30678.796875,762.433823723921
JOE ASHTON VALLEY NORTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,3.387,511,2009,"WILLIAMS PKWY, CREDITVIEW DR",201424,553,64806.8671875,1630.03406161515
HOWARD STEWART PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.996,968,2016,ISLE ROYAL TERR,220857,554,19032.85546875,552.285787414696
CHRYSANTHEMUM POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.495,1633,2015,,468995,555,28696.484375,792.395185785027
LITTLE MINNOW PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.374,756,2016,"LITTLE MINNOW RD, VOLNER RD, QUASAR ST, HAFIA ST",441044,556,7167.7109375,334.740451729599
BOYCE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.598,765,2018,,473755,557,11479.265625,419.545976475794
